Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Ulangan,3,15,Ulangan 3:15,وَلِمَاكِيرَ أَعْطَيْتُ جِلْعَادَ.,Aku memberikan Gilead kepada Makhir.,Kepada Makhir kuberikan Gilead.,
Ulangan,3,16,Ulangan 3:16,وَلِلرَّأُوبَيْنِيِّينَ وَٱلْجَادِيِّينَ أَعْطَيْتُ مِنْ جِلْعَادَ إِلَى وَادِي أَرْنُونَ وَسَطَ ٱلْوَادِي تُخْمًا، وَإِلَى وَادِي يَبُّوقَ تُخْمِ بَنِي عَمُّونَ.,"Kepada suku Ruben dan suku Gad, kuberikan tanah mulai dari Gilead dan meluas dari Sungai Arnon ke Sungai Yabok, yaitu perbatasan wilayah Amon,","Kepada bani Ruben dan bani Gad kuberikan wilayah dari Gilead sampai ke Lembah Arnon dengan bagian tengah lembah sebagai batasnya, lalu terus ke Sungai Yabok, batas daerah bani Amon;",
Ulangan,3,17,Ulangan 3:17,وَٱلْعَرَبَةَ وَٱلْأُرْدُنَّ تُخْمًا مِنْ كِنَّارَةَ إِلَى بَحْرِ ٱلْعَرَبَةِ، بَحْرِ ٱلْمِلْحِ، تَحْتَ سُفُوحِ ٱلْفِسْجَةِ نَحْوَ ٱلشَّرْقِ.,"Sungai Yordan sebagai batasnya, Danau Kineret dan Laut Mati lalu Gunung Pisga di bagian timur.","demikian juga wilayah Araba dengan Sungai Yordan sebagai batasnya, dari Danau Kineret sampai ke Laut Araba, yaitu Laut Mati di kaki lereng Gunung Pisga ke arah timur.",
Ulangan,3,18,Ulangan 3:18,«وَأَمَرْتُكُمْ فِي ذَلِكَ ٱلْوَقْتِ قَائِلًا: ٱلرَّبُّ إِلَهُكُمْ قَدْ أَعْطَاكُمْ هَذِهِ ٱلْأَرْضَ لِتَمْتَلِكُوهَا. مُتَجَرِّدِينَ تَعْبُرُونَ أَمَامَ إِخْوَتِكُمْ بَنِي إِسْرَائِيلَ، كُلُّ ذَوِي بَأْسٍ.,"Pada waktu itu aku memberikan perintah ini kepadamu, kataku, “TUHAN, Allahmu, telah memberikan tanah di seberang Sungai Yordan untuk menjadi milikmu. Namun, seluruh orang gagah perkasa di antaramu, yaitu orang-orang yang bersenjata, harus ikut menyeberangi Sungai Yordan di depan suku-suku bangsa Israel lainnya.","Pada waktu itu aku memberi perintah kepadamu demikian, ‘ALLAH, Tuhanmu, telah mengaruniakan negeri ini kepadamu untuk diduduki. Hendaklah orang-orangmu yang bersenjata, yaitu semua orang yang gagah perkasa, menyeberang di depan saudara-saudaramu bani Israil.",
Ulangan,3,19,Ulangan 3:19,أَمَّا نِسَاؤُكُمْ وَأَطْفَالُكُمْ وَمَوَاشِيكُمْ، قَدْ عَرَفْتُ أَنَّ لَكُمْ مَوَاشِيَ كَثِيرَةً، فَتَمْكُثُ فِي مُدُنِكُمُ ٱلَّتِي أَعْطَيْتُكُمْ،,"Sedangkan istri-istrimu dan anak-anakmu serta ternakmu yang sangat banyak itu, mereka tetap tinggal di kota-kota yang telah kuberikan kepadamu.","Tetapi, biarlah istri-istrimu, anak-anakmu, dan ternak-ternakmu (aku tahu bahwa kamu mempunyai banyak ternak) tinggal di kota-kota yang telah kuberikan kepadamu",
Ulangan,3,20,Ulangan 3:20,حَتَّى يُرِيحَ ٱلرَّبُّ إِخْوَتَكُمْ مِثْلَكُمْ وَيَمْتَلِكُوا هُمْ أَيْضًا ٱلْأَرْضَ ٱلَّتِي ٱلرَّبُّ إِلَهُكُمْ يُعْطِيهِمْ فِي عَبْرِ ٱلْأُرْدُنِّ. ثُمَّ تَرْجِعُونَ كُلُّ وَاحِدٍ إِلَى مُلْكِهِ ٱلَّذِي أَعْطَيْتُكُمْ.,"Pergilah sampai mereka mengambil alih tanah yang telah TUHAN berikan kepada mereka di seberang Sungai Yordan, hingga TUHAN memberikan kedamaian kepada mereka di sana, seperti yang kamu peroleh di sini. Sesudah itu, kamu dapat pulang ke tanah yang telah kuberikan kepadamu itu.”","sampai ALLAH mengaruniakan ketenteraman kepada saudara-saudaramu seperti kepadamu, dan mereka juga memiliki negeri yang dikaruniakan ALLAH, Tuhanmu, kepada mereka di seberang Sungai Yordan. Setelah itu, barulah kamu boleh kembali, masing-masing ke tanah miliknya yang telah kuberikan kepadamu.’",
Ulangan,3,21,Ulangan 3:21,وَأَمَرْتُ يَشُوعَ فِي ذَلِكَ ٱلْوَقْتِ قَائِلًا: عَيْنَاكَ قَدْ أَبْصَرَتَا كُلَّ مَا فَعَلَ ٱلرَّبُّ إِلَهُكُمْ بِهَذَيْنِ ٱلْمَلِكَيْنِ. هَكَذَا يَفْعَلُ ٱلرَّبُّ بِجَمِيعِ ٱلْمَمَالِكِ ٱلَّتِي أَنْتَ عَابِرٌ إِلَيْهَا.,"Kemudian, aku berkata kepada Yosua, “Kamu telah melihat segala sesuatu yang TUHAN, Allahmu, lakukan terhadap kedua raja itu. TUHAN juga akan melakukan hal yang sama kepada setiap kerajaan yang akan kamu seberangi.","Kemudian, pada waktu itu juga aku memberi perintah kepada Yusak demikian, ‘Dengan matamu sendiri engkau telah melihat semua yang dilakukan ALLAH, Tuhanmu, atas kedua raja itu. ALLAH pun akan melakukan hal yang demikian itu terhadap semua kerajaan di tempat yang akan kaumasuki.",
Ulangan,3,22,Ulangan 3:22,لَا تَخَافُوا مِنْهُمْ، لِأَنَّ ٱلرَّبَّ إِلَهَكُمْ هُوَ ٱلْمُحَارِبُ عَنْكُمْ.,"Janganlah takut kepada raja-raja itu, karena TUHAN, Allahmu, akan berperang untukmu.”","Jangan takut kepada mereka karena ALLAH, Tuhanmu, Dialah yang akan berperang bagi kamu.’",
Ulangan,3,23,Ulangan 3:23,«وَتَضَرَّعْتُ إِلَى ٱلرَّبِّ فِي ذَلِكَ ٱلْوَقْتِ قَائِلًا:,"Pada waktu itu, aku memohon kepada TUHAN,","Pada waktu itu pula aku memohon belas kasihan ALLAH, demikian,",
Ulangan,3,24,Ulangan 3:24,يَا سَيِّدُ ٱلرَّبُّ، أَنْتَ قَدِ ٱبْتَدَأْتَ تُرِي عَبْدَكَ عَظَمَتَكَ وَيَدَكَ ٱلشَّدِيدَةَ. فَإِنَّهُ أَيُّ إِلَهٍ فِي ٱلسَّمَاءِ وَعَلَى ٱلْأَرْضِ يَعْمَلُ كَأَعْمَالِكَ وَكَجَبَرُوتِكَ؟,"“Ya TUHAN, Allah, kepada hamba-Mu Engkau telah menunjukkan keagungan-Mu dan kekuatan-Mu. Siapakah ilah di langit dan di bumi yang dapat melakukan hal-hal besar dan penuh kuasa seperti yang Engkau lakukan?","‘Ya ALLAH, ya Rabbi, Engkau telah mulai menyatakan kepada hamba-Mu ini kebesaran-Mu dan kekuatan-Mu, sebab ilah manakah di langit atau di bumi dapat melakukan perbuatan yang perkasa seperti Engkau?",
Ulangan,3,25,Ulangan 3:25,دَعْنِي أَعْبُرْ وَأَرَى ٱلْأَرْضَ ٱلْجَيِّدَةَ ٱلَّتِي فِي عَبْرِ ٱلْأُرْدُنِّ، هَذَا ٱلْجَبَلَ ٱلْجَيِّدَ وَلُبْنَانَ.,"Biarkanlah aku menyeberangi Sungai Yordan dan melihat tanah yang baik di seberang Sungai Yordan, daerah pegunungan yang baik itu dan Lebanon.”","Izinkanlah kiranya hamba menyeberang dan melihat negeri yang baik di seberang Sungai Yordan itu, pegunungan yang baik, dan juga Libanon.’",
Ulangan,3,26,Ulangan 3:26,لَكِنَّ ٱلرَّبَّ غَضِبَ عَلَيَّ بِسَبَبِكُمْ وَلَمْ يَسْمَعْ لِي، بَلْ قَالَ لِي ٱلرَّبُّ: كَفَاكَ! لَا تَعُدْ تُكَلِّمُنِي أَيْضًا فِي هَذَا ٱلْأَمْرِ.,"Namun, TUHAN marah kepadaku karenamu dan Dia tidak mengabulkan permohonanku. TUHAN berfirman kepadaku, “Sudah cukup! Janganlah bicarakan hal itu lagi.","Akan tetapi, ALLAH murka kepadaku karena kamu dan tidak mau mendengarkan permohonanku. Firman ALLAH kepadaku, ‘Cukup! Jangan bicarakan lagi hal itu dengan-Ku.",
Ulangan,3,27,Ulangan 3:27,ٱصْعَدْ إِلَى رَأْسِ ٱلْفِسْجَةِ وَٱرْفَعْ عَيْنَيْكَ إِلَى ٱلْغَرْبِ وَٱلشِّمَالِ وَٱلْجَنُوبِ وَٱلشَّرْقِ، وَٱنْظُرْ بِعَيْنَيْكَ، لَكِنْ لَا تَعْبُرُ هَذَا ٱلْأُرْدُنَّ.,"Pergilah ke puncak Gunung Pisga. Pandanglah ke arah barat, ke arah utara, ke arah selatan, dan ke arah timur. Kamu dapat melihat itu semuanya dengan matamu sendiri, tetapi kamu tidak boleh menyeberangi Sungai Yordan.","Naiklah ke puncak Gunung Pisga dan layangkanlah pandang ke barat, ke utara, ke selatan, dan ke timur. Lihatlah dengan saksama karena engkau tidak akan menyeberangi Sungai Yordan ini.",
Ulangan,3,28,Ulangan 3:28,وَأَمَّا يَشُوعُ فَأَوْصِهِ وَشَدِّدْهُ وَشَجِّعْهُ، لِأَنَّهُ هُوَ يَعْبُرُ أَمَامَ هَذَا ٱلشَّعْبِ، وَهُوَ يَقْسِمُ لَهُمُ ٱلْأَرْضَ ٱلَّتِي تَرَاهَا.,"Kamu harus memberikan perintah kepada Yosua. Kuatkan dan teguhkanlah hatinya, karena dia harus memimpin bangsa ini untuk menyeberangi Sungai Yordan dan mengambil tanah yang kau lihat itu.”","Berilah perintah kepada Yusak, kuatkanlah dan teguhkanlah hatinya karena dialah yang akan memimpin bangsa ini menyeberang dan dialah yang akan memimpin mereka mewarisi negeri yang akan kaulihat itu.’",
Ulangan,3,29,Ulangan 3:29,فَمَكَثْنَا فِي ٱلْجِوَاءِ مُقَابِلَ بَيْتِ فَغُورَ.,"Jadi, kita tinggal di lembah, di seberang Bet-Peor.","Maka, tinggallah kita di lembah yang berseberangan dengan Bait-Peor.",
Ulangan,4,1,Ulangan 4:1,«فَٱلْآنَ يَا إِسْرَائِيلُ ٱسْمَعِ ٱلْفَرَائِضَ وَٱلْأَحْكَامَ ٱلَّتِي أَنَا أُعَلِّمُكُمْ لِتَعْمَلُوهَا، لِكَيْ تَحْيَوْا وَتَدْخُلُوا وَتَمْتَلِكُوا ٱلْأَرْضَ ٱلَّتِي ٱلرَّبُّ إِلَهُ آبَائِكُمْ يُعْطِيكُمْ.,"“Sekarang, orang Israel dengarkanlah ketetapan dan perintah yang kuajarkan kepadamu, taatilah itu supaya kamu hidup dan dapat memasuki dan memiliki tanah yang diberikan TUHAN, Allah nenek moyangmu, kepadamu.","Sekarang, hai Israil, dengarkanlah ketetapan-ketetapan dan peraturan-peraturan yang kuajarkan kepadamu untuk kamu lakukan supaya kamu dapat hidup dan selanjutnya dapat memasuki serta menduduki negeri yang dikaruniakan ALLAH, Tuhan nenek moyangmu, kepadamu.",
Ulangan,4,2,Ulangan 4:2,لَا تَزِيدُوا عَلَى ٱلْكَلَامِ ٱلَّذِي أَنَا أُوصِيكُمْ بِهِ وَلَا تُنَقِّصُوا مِنْهُ، لِكَيْ تَحْفَظُوا وَصَايَا ٱلرَّبِّ إِلَهِكُمُ ٱلَّتِي أَنَا أُوصِيكُمْ بِهَا.,"Janganlah kamu menambahi atau mengurangi apa yang telah kuperintahkan kepadamu. Kamu harus menaati seluruh perintah TUHAN, Allahmu, yang telah kusampaikan kepadamu.","Jangan menambahi atau pun mengurangi perkataan yang kusampaikan kepadamu. Dengan demikian, kamu memegang teguh perintah-perintah ALLAH, Tuhanmu, yang kusampaikan kepadamu.",
Ulangan,4,3,Ulangan 4:3,أَعْيُنُكُمْ قَدْ أَبْصَرَتْ مَا فَعَلَهُ ٱلرَّبُّ بِبَعْلَ فَغُورَ. إِنَّ كُلَّ مَنْ ذَهَبَ وَرَاءَ بَعْلَ فَغُورَ أَبَادَهُ ٱلرَّبُّ إِلَهُكُمْ مِنْ وَسَطِكُمْ،,"Kamu telah melihat yang telah dilakukan oleh TUHAN di Baal-Peor. TUHAN, Allahmu, membinasakan seluruh orang yang mengikuti Baal-Peor di tempat itu.","Matamu sendiri telah melihat apa yang dilakukan ALLAH sehubungan dengan Dewa Baal-Peor. Semua orang yang mengikuti Dewa Baal-Peor telah dibinasakan oleh ALLAH, Tuhanmu, dari antaramu.",
Ulangan,4,4,Ulangan 4:4,وَأَمَّا أَنْتُمُ ٱلْمُلْتَصِقُونَ بِٱلرَّبِّ إِلَهِكُمْ فَجَمِيعُكُمْ أَحْيَاءٌ ٱلْيَوْمَ.,"Akan tetapi, kalian semua yang setia kepada TUHAN, Allahmu, masih hidup hari ini.","Sedangkan kamu semua yang berpaut kepada ALLAH, Tuhanmu, masih hidup sampai hari ini.",
Ulangan,4,5,Ulangan 4:5,اُنْظُرْ. قَدْ عَلَّمْتُكُمْ فَرَائِضَ وَأَحْكَامًا كَمَا أَمَرَنِي ٱلرَّبُّ إِلَهِي، لِكَيْ تَعْمَلُوا هَكَذَا فِي ٱلْأَرْضِ ٱلَّتِي أَنْتُمْ دَاخِلُونَ إِلَيْهَا لِكَيْ تَمْتَلِكُوهَا.,"Aku telah mengajarmu tentang ketetapan dan perintah yang diperintahkan kepadaku oleh TUHAN, Allahku, supaya kamu menaatinya di negeri yang akan kamu masuki dan miliki.","Ingatlah, seperti yang diperintahkan kepadaku oleh ALLAH, Tuhanku, aku telah mengajarkan kepadamu ketetapan-ketetapan dan peraturan-peraturan untuk dilaksanakan di negeri yang akan kamu masuki serta duduki.",
Ulangan,4,6,Ulangan 4:6,فَٱحْفَظُوا وَٱعْمَلُوا. لِأَنَّ ذَلِكَ حِكْمَتُكُمْ وَفِطْنَتُكُمْ أَمَامَ أَعْيُنِ ٱلشُّعُوبِ ٱلَّذِينَ يَسْمَعُونَ كُلَّ هَذِهِ ٱلْفَرَائِضِ، فَيَقُولُونَ: هَذَا ٱلشَّعْبُ ٱلْعَظِيمُ إِنَّمَا هُوَ شَعْبٌ حَكِيمٌ وَفَطِنٌ.,"Taatilah semuanya itu tunjukkan kepada bangsa-bangsa lain bahwa kamu bijaksana dan memiliki akal budi. Mereka akan mendengar tentang peraturan-peraturan ini dan berkata, ‘Benar, bangsa yang besar ini bijaksana dan berakal budi.’","Peganglah teguh semua itu dan lakukanlah karena semua itu akan menjadi hikmatmu dan kepandaianmu di depan mata bangsa-bangsa. Ketika mereka mendengar segala ketetapan ini, mereka akan berkata, ‘Sungguh, bangsa yang besar ini adalah orang-orang yang bijak dan pandai!’",
Ulangan,4,7,Ulangan 4:7,لِأَنَّهُ أَيُّ شَعْبٍ هُوَ عَظِيمٌ لَهُ آلِهَةٌ قَرِيبَةٌ مِنْهُ كَٱلرَّبِّ إِلَهِنَا فِي كُلِّ أَدْعِيَتِنَا إِلَيْهِ؟,"Tidak ada bangsa lain yang mempunyai ilah yang begitu dekat seperti TUHAN, Allah kita, setiap kita berseru kepada-Nya!","Bangsa besar manakah yang ilahnya begitu dekat padanya seperti ALLAH, Tuhan kita, kapan pun kita berseru kepada-Nya?",
Ulangan,4,8,Ulangan 4:8,وَأَيُّ شَعْبٍ هُوَ عَظِيمٌ لَهُ فَرَائِضُ وَأَحْكَامٌ عَادِلَةٌ مِثْلُ كُلِّ هَذِهِ ٱلشَّرِيعَةِ ٱلَّتِي أَنَا وَاضِعٌ أَمَامَكُمُ ٱلْيَوْمَ؟,Tidak ada bangsa besar yang memiliki ketetapan dan peraturan yang adil seperti seluruh ketetapan dan peraturan yang kuberikan kepadamu hari ini.,Bangsa besar manakah yang mempunyai ketetapan-ketetapan dan peraturan-peraturan yang adil seperti seluruh hukum Taurat yang kusampaikan kepadamu pada hari ini?,
Ulangan,4,9,Ulangan 4:9,«إِنَّمَا ٱحْتَرِزْ وَٱحفَظْ نَفْسَكَ جِدًّا لِئَلَّا تَنْسَى ٱلْأُمُورَ ٱلَّتِي أَبْصَرَتْ عَيْنَاكَ، وَلِئَلَّا تَزُولَ مِنْ قَلْبِكَ كُلَّ أَيَّامِ حَيَاتِكَ. وَعَلِّمْهَا أَوْلَادَكَ وَأَوْلَادَ أَوْلَادِكَ.,"Namun, kamu harus menjaga diri dan berhati-hatilah! Jangan sampai kamu melupakan hal-hal yang telah kamu lihat dengan matamu sendiri. Jangan sampai semua itu hilang dari hatimu seumur hidupmu. Ceritakanlah hal itu kepada anak cucumu.","Hanya, berhati-hatilah dan jagalah dirimu baik-baik. Jangan sampai kamu melupakan hal-hal yang telah kamu lihat dengan matamu sendiri, dan jangan sampai semua itu hilang dari hatimu seumur hidupmu. Ceritakanlah kepada anak cucumu",
Ulangan,4,10,Ulangan 4:10,فِي ٱلْيَوْمِ ٱلَّذِي وَقَفْتَ فِيهِ أَمَامَ ٱلرَّبِّ إِلَهِكَ فِي حُورِيبَ حِينَ قَالَ لِي ٱلرَّبُّ: ٱجْمَعْ لِي ٱلشَّعْبَ فَأُسْمِعَهُمْ كَلَامِي، لِكَيْ يَتَعَلَّمُوا أَنْ يَخَافُونِي كُلَّ ٱلْأَيَّامِ ٱلَّتِي هُمْ فِيهَا أَحْيَاءٌ عَلَى ٱلْأَرْضِ، وَيُعَلِّمُوا أَوْلَادَهُمْ.,"Pada waktu kamu berdiri di hadapan TUHAN, Allahmu, di Gunung Horeb. TUHAN berfirman kepadaku, ‘Kumpulkanlah mereka di hadapan-Ku, biarlah mereka mendengarkan yang harus Kukatakan. Maka mereka akan belajar untuk takut akan Aku selama mereka hidup. Dan, mereka juga akan mengajarkan kepada anak-anaknya.’","tentang hari ketika kamu menghadap hadirat ALLAH, Tuhanmu, di Horeb. Pada waktu itu ALLAH berfirman kepadaku, ‘Kumpulkanlah bangsa itu di hadapan-Ku. Aku akan memperdengarkan firman-Ku supaya mereka dapat belajar bertakwa kepada-Ku seumur hidup mereka di bumi dan dapat mengajarkannya pula kepada anak-anak mereka.’",
Ulangan,4,11,Ulangan 4:11,فَتَقَدَّمْتُمْ وَوَقَفْتُمْ فِي أَسْفَلِ ٱلْجَبَلِ، وَٱلْجَبَلُ يَضْطَرِمُ بِٱلنَّارِ إِلَى كَبِدِ ٱلسَّمَاءِ، بِظَلَامٍ وَسَحَابٍ وَضَبَابٍ.,"Kemudian, kamu mendekat dan berdiri di kaki gunung itu. Gunung itu terbakar dengan api yang membubung ke langit. Ada awan hitam yang tebal dan gelap.","Kemudian, kamu mendekat dan berdiri di kaki gunung itu sementara gunung itu menyala dengan api sampai ke pusat langit di tengah kegelapan, awan, dan kelam pekat.",
Ulangan,4,12,Ulangan 4:12,فَكَلَّمَكُمُ ٱلرَّبُّ مِنْ وَسَطِ ٱلنَّارِ وَأَنْتُمْ سَامِعُونَ صَوْتَ كَلَامٍ، وَلَكِنْ لَمْ تَرَوْا صُورَةً بَلْ صَوْتًا.,"Dari tengah-tengah api itu, TUHAN berfirman kepadamu. Kamu mendengar suara-Nya tetapi kamu tidak melihat sesuatu, hanya suara yang terdengar.","Lalu, berfirmanlah ALLAH kepadamu dari tengah-tengah api itu. Bunyi firman itu kamu dengar, tetapi kamu tidak melihat suatu wujud pun. Hanya ada suara saja.",
Ulangan,4,13,Ulangan 4:13,وَأَخْبَرَكُمْ بِعَهْدِهِ ٱلَّذِي أَمَرَكُمْ أَنْ تَعْمَلُوا بِهِ، ٱلْكَلِمَاتِ ٱلْعَشَرِ، وَكَتَبَهُ عَلَى لَوْحَيْ حَجَرٍ.,"Dia menyampaikan kepadamu perjanjian-Nya, yang Dia perintahkan kepadamu, yaitu sepuluh perintah untuk kamu taati, yang ditulis-Nya di atas dua loh batu.","Ia menyatakan kepadamu perjanjian-Nya dan memerintahkan kamu untuk melakukannya, yaitu Kesepuluh Firman, yang kemudian dituliskan-Nya pada dua loh batu.",
Ulangan,4,14,Ulangan 4:14,وَإِيَّايَ أَمَرَ ٱلرَّبُّ فِي ذَلِكَ ٱلْوَقْتِ أَنْ أُعَلِّمَكُمْ فَرَائِضَ وَأَحْكَامًا لِكَيْ تَعْمَلُوهَا فِي ٱلْأَرْضِ ٱلَّتِي أَنْتُمْ عَابِرُونَ إِلَيْهَا لِتَمْتَلِكُوهَا.,TUHAN juga menyuruh aku untuk mengajarkan kepadamu ketetapan dan peraturan lain yang harus kamu taati di negeri yang akan kamu ambil dan tempati.,"Pada waktu itu, ALLAH memerintahkan aku untuk mengajarkan ketetapan-ketetapan dan peraturan-peraturan ini kepadamu supaya kamu melaksanakannya di negeri yang akan kamu masuki serta duduki.",
Ulangan,4,15,Ulangan 4:15,«فَٱحْتَفِظُوا جِدًّا لِأَنْفُسِكُمْ. فَإِنَّكُمْ لَمْ تَرَوْا صُورَةً مَّا يَوْمَ كَلَّمَكُمُ ٱلرَّبُّ فِي حُورِيبَ مِنْ وَسَطِ ٱلنَّارِ.,"Ketika TUHAN berfirman kepadamu dari api di atas Gunung Horeb, kamu tidak melihat rupa Allah. Oleh sebab itu, berhati-hatilah.","Kamu tidak melihat suatu wujud pun pada hari ALLAH berfirman kepadamu dari tengah-tengah api di Horeb. Oleh karena itu, jagalah dirimu baik-baik,",
Ulangan,4,16,Ulangan 4:16,لِئَلَّا تَفْسُدُوا وَتَعْمَلُوا لِأَنْفُسِكُمْ تِمْثَالًا مَنْحُوتًا، صُورَةَ مِثَالٍ مَّا، شِبْهَ ذَكَرٍ أَوْ أُنْثَى،,"Jangan berbuat dosa dengan membuat berhala atau patung yang berbentuk makhluk hidup, apa pun itu baik yang menyerupai seorang laki-laki atau perempuan,","jangan sampai kamu berlaku busuk dan membuat bagimu patung berhala ukiran dalam wujud apa pun, baik berupa sosok laki-laki atau perempuan,",
Ulangan,4,17,Ulangan 4:17,شِبْهَ بَهِيمَةٍ مَّا مِمَّا عَلَى ٱلْأَرْضِ، شِبْهَ طَيْرٍ مَّا ذِي جَنَاحٍ مِمَّا يَطِيرُ فِي ٱلسَّمَاءِ،,"atau seperti binatang di darat, atau berupa burung di udara.","sosok suatu binatang yang ada di darat, sosok suatu unggas bersayap yang terbang di udara,",
Ulangan,4,18,Ulangan 4:18,شِبْهَ دَبِيبٍ مَّا عَلَى ٱلْأَرْضِ، شِبْهَ سَمَكٍ مَّا مِمَّا فِي ٱلْمَاءِ مِنْ تَحْتِ ٱلْأَرْضِ.,"Jangan buat berhala yang mirip dengan apa pun yang merayap di atas tanah, atau yang menyerupai ikan di dalam air.","sosok suatu binatang yang merayap di tanah, maupun sosok suatu ikan yang ada di laut, di bawah bumi.",
Ulangan,4,19,Ulangan 4:19,وَلِئَلَّا تَرْفَعَ عَيْنَيْكَ إِلَى ٱلسَّمَاءِ، وَتَنْظُرَ ٱلشَّمْسَ وَٱلْقَمَرَ وَٱلنُّجُومَ، كُلَّ جُنْدِ ٱلسَّمَاءِ ٱلَّتِي قَسَمَهَا ٱلرَّبُّ إِلَهُكَ لِجَمِيعِ ٱلشُّعُوبِ ٱلَّتِي تَحْتَ كُلِّ ٱلسَّمَاءِ، فَتَغْتَرَّ وَتَسْجُدَ لَهَا وَتَعْبُدَهَا.,"Janganlah kamu memandang ke langit dan melihat baik matahari, bulan, bintang-bintang serta melihat semesta alam, jangan menyembah dan melayaninya. Semua itu diberikan TUHAN, Allahmu, kepada setiap bangsa di seluruh kolong langit ini.","Jangan pula kamu melayangkan pandang ke langit untuk memperhatikan matahari, bulan, dan bintang-bintang—semua benda langit—lalu kamu terdorong untuk sujud menyembah serta beribadah kepada benda-benda itu. Semua itu telah diberikan ALLAH, Tuhanmu, kepada segala bangsa di seluruh kolong langit sebagai bagian mereka.",
Ulangan,4,20,Ulangan 4:20,وَأَنْتُمْ قَدْ أَخَذَكُمُ ٱلرَّبُّ وَأَخْرَجَكُمْ مِنْ كُورِ ٱلْحَدِيدِ مِنْ مِصْرَ، لِكَيْ تَكُونُوا لَهُ شَعْبَ مِيرَاثٍ كَمَا فِي هَذَا ٱلْيَوْمِ.,"Sebab TUHAN telah membawamu keluar dari dapur peleburan, yaitu Mesir, dan menjadikan umat milik-Nya sampai hari ini.","Tetapi, kamu, ALLAH telah mengambil dan membawa kamu keluar dari dapur peleburan besi, yaitu Mesir, untuk menjadikanmu umat milik-Nya sendiri seperti yang terjadi pada hari ini.",
Ulangan,4,21,Ulangan 4:21,وَغَضِبَ ٱلرَّبُّ عَلَيَّ بِسَبَبِكُمْ، وَأَقْسَمَ إِنِّي لَا أَعْبُرُ ٱلْأُرْدُنَّ وَلَا أَدْخُلُ ٱلْأَرْضَ ٱلْجَيِّدَةَ ٱلَّتِي ٱلرَّبُّ إِلَهُكَ يُعْطِيكَ نَصِيبًا.,"TUHAN murka kepadaku karena kamu. Dia bersumpah bahwa aku tidak akan menyeberang Sungai Yordan dan tidak akan memasuki tanah yang baik yang diberikan TUHAN, Allahmu menjadi milik pusakamu.","ALLAH murka kepadaku karena kamu sehingga Ia bersumpah bahwa aku tidak akan menyeberangi Sungai Yordan dan tidak akan masuk ke negeri yang baik yang dikaruniakan ALLAH, Tuhanmu, kepadamu sebagai milik pusaka.",
Ulangan,4,22,Ulangan 4:22,فَأَمُوتُ أَنَا فِي هَذِهِ ٱلْأَرْضِ، لَا أَعْبُرُ ٱلْأُرْدُنَّ، وَأَمَّا أَنْتُمْ فَتَعْبُرُونَ وَتَمْتَلِكُونَ تِلْكَ ٱلْأَرْضَ ٱلْجَيِّدَةَ.,Aku akan mati di negeri ini dan tidak dapat menyeberang Sungai Yordan sedangkan kamu akan menyeberang dan mewarisi tanah yang baik itu dan tinggal di sana.,"Aku akan mati di negeri ini, dan aku tidak akan menyeberangi Sungai Yordan. Tetapi, kamu akan menyeberanginya dan akan menduduki negeri yang baik itu.",
Ulangan,4,23,Ulangan 4:23,اِحْتَرِزُوا مِنْ أَنْ تَنْسَوْا عَهْدَ ٱلرَّبِّ إِلَهِكُمُ ٱلَّذِي قَطَعَهُ مَعَكُمْ، وَتَصْنَعُوا لِأَنْفُسِكُمْ تِمْثَالًا مَنْحُوتًا، صُورَةَ كُلِّ مَا نَهَاكَ عَنْهُ ٱلرَّبُّ إِلَهُكَ.,"Berjaga-jagalah agar kamu tidak melupakan perjanjian TUHAN, Allahmu yang telah mengikatmu. Kamu harus mematuhi perintah TUHAN, Allahmu dan jangan membuat patung yang menyerupai apa pun.","Hati-hati, jangan sampai kamu melupakan perjanjian ALLAH, Tuhanmu, yang telah diikat-Nya dengan kamu, dan membuat bagimu patung ukiran dalam wujud apa pun yang dilarang oleh ALLAH, Tuhanmu.",
Ulangan,4,24,Ulangan 4:24,لِأَنَّ ٱلرَّبَّ إِلَهَكَ هُوَ نَارٌ آكِلَةٌ، إِلَهٌ غَيُورٌ.,"Karena TUHAN, Allahmu adalah api yang menghanguskan dan Allah yang pencemburu.","ALLAH, Tuhanmu, adalah api yang menghanguskan, Tuhan yang tidak mau diduakan.",
Ulangan,4,25,Ulangan 4:25,«إِذَا وَلَدْتُمْ أَوْلَادًا وَأَوْلَادَ أَوْلَادٍ، وَأَطَلْتُمُ ٱلزَّمَانَ فِي ٱلْأَرْضِ، وَفَسَدْتُمْ وَصَنَعْتُمْ تِمْثَالًا مَنْحُوتًا صُورَةَ شَيْءٍ مَّا، وَفَعَلْتُمُ ٱلشَّرَّ فِي عَيْنَيِ ٱلرَّبِّ إِلَهِكُمْ لِإِغَاظَتِهِ،,"Bila kamu mempunyai anak-cucu dan tua di sana. Lalu, kamu merusak dirimu sendiri dengan membuat patung yang menyerupai apa pun dan melakukan segala kejahatan di mata TUHAN, Allahmu. Dengan demikian, kamu menyebabkan sakit hati-Nya.","Apabila kamu telah beranak cucu dan menjadi tua di negeri itu, lalu kamu berlaku busuk serta membuat patung ukiran dalam wujud apa pun, juga melakukan hal yang jahat dalam pandangan ALLAH, Tuhanmu, sehingga kamu membangkitkan murka-Nya,",
